shoeNumber	shoeName	url	corescore	user_rating	shoe_image	good_buy_bullets	bad_buy_bullets	bottom_line	amazonLink
105	Saucony Peregrine 8	https://runrepeat.com/saucony-peregrine-8	87	4.1/5 from 172 users	https://cdn.runrepeat.com/i/saucony/27404/saucony-peregrine-8-zapatillas-de-deporte-para-hombre-negro-blk-gry-blu-2-40-eu-hombre-negro-blk-gry-blu-2-23c3-600.jpg	<s>Several testers welcomed the breathable upper of the Saucony Peregrin 8.</s><s>According to some people, the midsole was able to deliver comfort and support to the underfoot.</s><s>The grip of the outsole unit’s traction lugs proved to be efficient, a few runners noted.</s><s>According to a few users, the shoe feels lighter compared to other trail shoes.</s><s>Several runners mentioned that the Peregrin 8 offers reliable underfoot protection for trail running.</s>	<s>Most runners didn’t like the removal of the rock plate which served as a protective layer against sharp surfaces and debris.</s><s>A few mentioned that the midfoot area is too snug.</s><s>The Saucony Peregrine 8 is not durable.</s>	The response for the Saucony Peregrine 8 is mixed. It is true that more than several people were happy with the underfoot platform, the outsole configuration, and the well-ventilated upper. But a lot of people had some gripes with this trail running shoe, as well. They felt that it was too narrow for their liking. They also had something to say about its limited color schemes, the unfortunate removal of the rock plate, and the hefty weight. It’s a conflict-ridden update for a well-known series.	https://www.amazon.com/s?k=Saucony+Peregrine+8
106	Nike Air Zoom Structure 22	https://runrepeat.com/nike-air-zoom-structure-22	80	4.1/5 from 43 users	https://cdn.runrepeat.com/i/nike/30311/nike-air-zoom-structure-22-mens-aa1636-400-size-11-blackened-blue-orange-peel-flash-crimson-247e-600.jpg	<s>Those who have tested the Nike Air Zoom Structure 22 felt that the stability features offered proper protection against moderate overpronation.</s><s>The aesthetics of this running shoe were welcomed by consumers.</s><s>Some runners noted that the engineered mesh upper was able to provide comfort throughout the running session.</s><s>The midsole didn’t sag or wear off quickly, a tester stated.</s><s>A consumer commended the traction capacity of the outsole unit.</s>	<s>The padding on the heel collar didn’t secure the foot properly, according to a reviewer; he experienced some annoying accidental shoe removals.</s>	The Nike Air Zoom Structure 22 was able to capture the attention of people, especially those who wanted to have a façade that it cool-looking and comfortable at the same time. The breathable and non-irritating upper was welcomed, in fact. But a person complained about the heel collar being flimsy and unable to hold the foot in place.	https://www.amazon.com/s?k=Nike+Air+Zoom+Structure+22
107	Adidas Ultra Boost Laceless	https://runrepeat.com/adidas-ultra-boost-laceless	90	4.5/5 from 1557 users	https://cdn.runrepeat.com/i/adidas/25564/adidas-men-s-ultraboost-laceless-white-white-trace-scarlet-12-m-us-white-white-trace-scarlet-914a-600.jpg	<s>Many buyers have enjoyed wearing the Ultra Boost Laceless because of its comfortable feel and lightweight build.</s><s>One consumer said that the cushioning was impressive, as well as sturdy and plush.</s><s>The snug midfoot area has brought about a more stable ride, according to a reviewer.</s><s>A majority of users appreciated the stylish look of this running shoe.</s><s>The outsole technology was very efficient and has excelled in both wet and dry conditions, as mentioned by a runner.</s><s>A reviewer stated it was surprisingly supportive despite the lack of shoelaces.</s>	<s>Some users said the ribbed texture on the upper made the shoe look unpleasant and awkward to touch.</s><s>Extended running sessions with this shoe caused the toes and heel to feel uncomfortable, a runner observed.</s><s>A couple of wearers reported bruising their ankle after using the shoe for some weeks.</s>	A lightweight shoe that is heavy on performance, the Adidas Ultra Boost Laceless has won many runners over with its simple structure and efficient features. A good majority of users celebrated the shoe for its above-average performance. It is a good option for female runners who are looking for a street-ready running partner.	https://www.amazon.com/s?k=Adidas+Ultra+Boost+Laceless
108	Hoka One One Arahi	https://runrepeat.com/hoka-one-one-arahi	89	4.2/5 from 309 users	https://cdn.runrepeat.com/i/hoka-one-one/23243/hoka-one-one-men-s-arahi-running-shoe-midnight-navy-metallic-gold-11-d-m-us-mens-midnight-navy-metallic-gold-c1e1-600.jpg	<s>A significant number of runners liked the responsive cushioning of the Hoka One One Arahi.</s><s>The shoe provides necessary support and allows the foot to move naturally, noted in some reviews.</s><s>According to some reviews, the shoe is very stable even on uneven surfaces.</s><s>Several runners appreciated the durable outsole of the Arahi.</s><s>It has a breathable upper and stretchy fit, hugging the foot comfortably.</s><s>A lightweight shoe.</s><s>Most of the reviewers gave a thumbs up to the shoe’s comfortable feel from the first stride to the last.</s><s>A large number of reviewers valued the cushioning’s ability to absorb impact.</s><s>The superior support and stability translate to excellent gym workouts, based on the comments of several reviewers.</s><s>The wide options are very much welcomed by several runners.</s>	<s>Slightly expensive.</s><s>Some runners felt that the shoe is too narrow for them.</s><s>A few runners had trouble getting a locked down security in the heel.</s><s>A handful of reviewers were disappointed that the wide options are just not wide enough for them.</s>	The Hoka One One Arahi is a lightweight running shoe designed for road running. It is equipped with the necessary technologies to provide dynamic stability and responsive ride. The shoe is ideal for the runner who is looking for more stability and support.	https://www.amazon.com/s?k=Hoka+One+One+Arahi
109	Hoka One One Mach	https://runrepeat.com/hoka-one-one-mach	89	4.2/5 from 621 users	https://cdn.runrepeat.com/i/hoka-one-one/27850/hoka-one-one-men-s-mach-running-shoe-hok-1019279-3971960-8-5-nssp-niagra-sulphu-mens-niagara-sulpher-spring-1c8b-600.jpg	<s>A couple of runners found the Hoka One One to be a lightweight shoe.</s><s>Some users were surprised that the underfoot platform saved the knees from tension or discomfort.</s><s>A satisfied wearer commended the effortless energy return of the Mach.</s><s>Several reviewers were happy that the shoe did not give them blisters. One user was mostly contented that the arch blisters that they used to get in the Clayton were no longer in the Mach.</s><s>As claimed by some, the fit was snug but yet able to accommodate a comfortable toe-splay.</s><s>A lot of wearers gave positive remarks to the forefoot cushioning and responsiveness.</s><s>Many runners reported a comfortable wear right out of the box.</s>	<s>A disappointed user disliked the poor shock absorption of the sole unit.</s><s>Some wearers felt the Mach had a stiffer cushioning than the Clayton, which was its predecessor.</s><s>A customer wrote that the mushy underfoot resulted in poor proprioception.</s><s>The tongue was too thin, according to many users.</s><s>The ride was neither soft nor bouncy and lacked the “race feeling,” a buyer lamented.</s><s>Several consumers reported that the fit was too narrow; there wasn’t enough room for the foot to relax.</s>	Although the Hoka One One Mach received many satisfactory reviews, others could not help but compare it in favor of its predecessor, the Clayton. While most of the Mach’s users admired the design and structural elements, and many others found it pleasant to wear, some found faults in the shoe’s fit and feel. Overall, the Mach was a comfortable shoe, but some improvements are necessary for a completely praiseworthy performance.	https://www.amazon.com/s?k=Hoka+One+One+Mach
110	Salomon Sense Pro Max	https://runrepeat.com/salomon-sense-pro-max	92	4.4/5 from 66 users	https://cdn.runrepeat.com/i/salomon/24559/salomon-sense-pro-max-trail-running-shoe-men-s-blue-depths-white-fiery-red-9-5-mens-blue-depths-white-fiery-red-e789-600.jpg	<s>Several purchasers admired the apparent durable nature of the Salomon Sense Pro Max.</s><s>Most of the runners were highly appreciative of the shoe’s reliable grip on varied terrains.</s><s>The roomy toe-box gained positive feedback from several users.</s><s>Some of the wearers lauded the long-lasting cushioning of the Sense Pro Max, stating that it’s very useful for long-distance runs.</s><s>The Salomon Sense Pro Max was used by some users as their daily casual shoe and they felt that it was still efficient.</s><s>More than a few noted the comfortable feel of the shoe.</s><s>According to a few wearers with slightly-wide foot shapes, this running shoe offered a great fit.</s><s>A few testers admired the lightweight construction of the shoe.</s>	<s>The shoe is a bit expensive, said a few reviewers.</s><s>One user mentioned that he was disappointed by the lacing system because it did not work as expected.</s><s>According to a couple of wearers, the mud or dirt got easily stuck between the tread, particularly in the heel area.</s>	The majority of the users lauded the overall performance of the Salomon Sense Pro Max. They generally said that the shoe truly provides the reliable grip, durable cushioning, and efficient foot protection that are needed for a better trail running experience. The comfort, durability, and its lightweight construction are additional features of the shoe that made some users satisfied.  Given the shoe’s long-lasting cushioning, this shoe is indeed a good partner for long-distance runs.	https://www.amazon.com/s?k=Salomon+Sense+Pro+Max
111	New Balance Fresh Foam Zante v4	https://runrepeat.com/new-balance-fresh-foam-zante-v4	91	4.3/5 from 360 users	https://cdn.runrepeat.com/i/new-balance/26561/new-balance-fresh-foam-zante-v4-scarpe-running-uomo-nero-black-40-5-eu-uomo-nero-black-e5cc-600.jpg	<s>According to several runners, the shoe was lightweight.</s><s>A few testers lauded its perfect fit.</s><s>A lot of purchasers said that the shoe was comfortable.</s><s>Many buyers commented that the New Balance Fresh Foam Zante v4 was supportive.</s><s>A good number of testers said that the width was just right for them.</s><s>The majority of the buyers agreed that the shoe was best for long and short distance walking and running sessions.</s>	<s>Based on observations, the insert slides down when running on wet surfaces. As a result, runners need to stop and fix the insert before continuing with their activities.</s><s>Some runners said that the plastic shell located at the side of the platform was so stiff. As a result, they felt a little pain while running.</s><s>The shoe was not durable, according to one of the purchasers.</s>	The New Balance Fresh Foam Zante v4 has made many runners contented and happy because of its impressive fit and width. Aside from its lightweight structure, the shoe also provides the right amount of support and comfort. While others have problems on the sliding insert and durability, others still lauded the shoe because of its excellent performance. Overall, the New Balance Fresh Foam Zante v4 is a good option for runners who are seeking a comfortable, supportive and versatile running shoe.	https://www.amazon.com/s?k=New+Balance+Fresh+Foam+Zante+v4
112	Adidas Duramo 9	https://runrepeat.com/adidas-duramo-9	89	4.5/5 from 743 users	https://cdn.runrepeat.com/i/adidas/28247/adidas-performance-men-s-duramo-9-running-shoe-grey-real-teal-white-10-m-us-mens-grey-real-teal-white-6169-600.jpg	<s>A considerable number of users admired the lightweight structure of the Adidas Duramo 9.</s><s>The shoe is extremely comfortable, according to many reviewers.</s><s>The underfoot cushioning system of the Duramo 9 received praise from several users for being soft and responsive.</s><s>Several users lauded its capacity to be versatile for a variety of activities, including gym workouts and casual walks.</s><s>Most consumers were happy with the shoe’s price tag, stating that it’s affordable.</s><s>The Adidas Duramo 9 fits perfectly, said a few reviews.</s><s>Many runners admired its stylish, street-ready design.</s><s>According to some user reviews, the shoe has a soft cushioning; a few felt that are like walking on clouds.</s><s>A couple of runners said that the shoe is easy to put on.</s>	<s>A few users dislike the shoe’s tongue; they said it’s a bit too long and too wide.</s><s>The size runs half-a-size bigger than the usual, based on a few comments.</s>	The Adidas Duramo 9 is a versatile running shoe with premium cushioning. The shoe gained positive feedback from most users; they were satisfied with the shoe’s versatility, comfort, and soft cushioning. Though it also gained negative comments, the shoe is still preferred by many because of its affordable price and good-looking design.	https://www.amazon.com/s?k=Adidas+Duramo+9
113	Adidas Adizero Tempo 9	https://runrepeat.com/adidas-adizero-tempo-9	89	4.2/5 from 260 users	https://cdn.runrepeat.com/i/adidas/26360/adidas-performance-men-s-adizero-tempo-9-m-running-shoe-grey-black-solar-yellow-10-m-us-mens-grey-black-solar-yellow-e9a7-600.jpg	<s>Most testers noted that the weight of the Adidas Adizero Tempo 9 was suitably light.</s><s>The boost™ technology in the midsole impressed many runners; they loved its bouncy performance and comfortable nature.</s><s>The price of this running shoe was deemed affordable.</s><s>A tester noted that the mesh material of the upper was breathable; she welcomed its capability to deliver a cool and dry running experience.</s><s>‘Comfortable’ was a term that was used to describe this product.</s>	<s>Several consumers noted that the sizing schemes were too small.</s><s>Some purchasers observed that it was a bit narrow in the heel and forefoot.</s>	The Adidas Adizero Tempo 9 was considered a successful upgrade to the revered series. Most runners enjoyed its comfortable and appealing design. They also welcomed its breathable construction and affordable price. Some people didn’t like its sizing and the width profiles, stating that the measurements were inconsistent.	https://www.amazon.com/s?k=Adidas+Adizero+Tempo+9
114	Saucony Liberty ISO	https://runrepeat.com/saucony-liberty-iso	92	4.7/5 from 33 users	https://cdn.runrepeat.com/i/saucony/25750/saucony-liberty-iso-men-shoe-b-w-b-9-0-d-mens-blue-white-black-96cd-600.jpg	<s>A lot of runners commented that the shoe was responsive.</s><s>According to some testers, the product was supportive.</s><s>Many reviewers agreed that the fit was perfect.</s><s>Several wearers were impressed with the Saucony Liberty ISO's lightweight structure.</s><s>A good number of buyers said that the upper construction was excellent.</s><s>The majority of the users reported that the shoe was not only best for those who overpronate but also for those who have neutral foot motion.</s><s>Several consumers loved the apparently eye-catching color schemes.</s><s>It has a durable outsole, noted by many buyers.</s>	<s>Some runners observed that the price was high.</s><s>Many users commented that it has limited color variations.</s><s>Many reviewers said that they need to order 1/2 size larger than their usual measurements.</s>	The majority of the runners agreed that the Saucony Liberty ISO was comfortable and supportive. They were impressed with the product's lightweight structure and perfect fit. Although several of them were disappointed with its high price and limited color options, others still recommended the shoe because of its responsiveness and sole durability. Some of them were also happy because of the product's excellent upper construction.	https://www.amazon.com/s?k=Saucony+Liberty+ISO
115	Hoka One One Speedgoat 3	https://runrepeat.com/hoka-one-one-speedgoat-3	94	4.4/5 from 56 users	https://cdn.runrepeat.com/i/hoka-one-one/30724/hoka-one-one-speedgoat-3-ebony-black-42-5-homme-noir-0c92-600.jpg	<s>According to most users, the Hoka One One Speedgoat 3 is very comfortable even when worn for long hours.</s><s>Several runners admired the impressive traction of the shoe even on uneven surfaces.</s><s>The shoe offers reliable cushioning, as noted in some user reviews.</s><s>The Speedgoat 3 runs true to size.</s><s>The zero-drop design is admired by most users.</s>	<s>The Speedgoat 3 is expensive.</s><s>A few users mentioned that the toe box is not roomy enough.</s>	The Hoka One One Speedgoat 3 is a reliable trail running shoe for neutral runners. Positive comments were geared toward the shoe’s traction, sizing, and zero-drop design. Though it also received negative comments, overall, the shoe is still a successful update to the Speedgoat model.	https://www.amazon.com/s?k=Hoka+One+One+Speedgoat+3
116	Adidas Terrex Agravic	https://runrepeat.com/adidas-terrex-agravic	90	4.5/5 from 181 users	https://cdn.runrepeat.com/i/adidas/23039/adidas-outdoor-terrex-agravic-shoe-men-s-bright-yellow-black-unity-lime-7-5-mens-bright-yellow-black-unity-lime-1828-600.jpg	<s>Many runners generally liked the color schemes of the Adidas Terrex Agravic.</s><s>The upper unit’s strong fabric lasted long, according to some of those who have reviewed it.</s><s>The toe bumper gained some recognition because it was able to protect the foot well.</s><s>There were those who felt the responsive ‘pop’ of the mid-sole unit, stating that it helped in improving each step.</s><s>The outsole was sticky enough to cling onto different surfaces, wrote many purchasers.</s><s>A reviewer reported that the Adidas Terrex Agravic was able to run surprisingly well at moderate to slower speeds.</s><s>The general durability of this running shoe was praised by many runners.</s><s>A tester wrote that they remained comfortable even when transitioning from the trails to the roads.</s>	<s>The thin laces caused a bit of premature unraveling and looseness of the fit, noted a tester.</s><s>A reviewer wrote that the padding in the heel and collar was a bit thin, nearly causing their feet to wobble and come off of the shoe unceremoniously.</s><s>Some consumers noticed its weight, which, for them, was a tad heavy.</s>	A lot of consumers were pleased with the performance of the Adidas Terrex Agravic. For them, this trail companion was able to deliver on its purpose. It kept them running confidently on technical terrain. They were even able to transition well from the trails to the pavement. Conversely, its weight didn’t sit well with several runners, and there were some who had concerns with a few of its upper components. But this neutral shoe was efficient, according to many.	https://www.amazon.com/s?k=Adidas+Terrex+Agravic
117	Adidas Adizero Boston Boost 6	https://runrepeat.com/adidas-adizero-boston-boost	94	4.6/5 from 323 users	https://cdn.runrepeat.com/i/adidas/10137/adidas-adizero-boston-boost-6-chaussure-de-course-a-pied-aw16-40-homme-blue-6461-600.jpg	<s>Some testers noted that the Adidas Adizero Boston Boost 6 was adequately lightweight.</s><s>The word ‘comfortable’ was used by many runners to describe this running shoe.</s><s>A user wrote that the fit was great in the forefoot, mid-foot, and heel sections.</s><s>There were comments about the mid-sole cushioning system, which, for runners, was easily able to cushion the heel-strike.</s><s>The quality materials used in this model made it responsive to the movements of the foot, stated a reviewer.</s><s>A lot of users were satisfied that it came in sizes that fit their usual preferences.</s><s>It was versatile as a trainer and as a racing shoe, according to a reviewer.</s>	<s>A reviewer noted that the tongue of the Adizero Boston Boost 6 folded over distractingly.</s><s>The color of the product was brighter for some testers who had it delivered, and they felt that it was a bit disconcerting.</s><s>It felt a bit tight for one runner.</s>	Runners were generally impressed with the Adidas Adizero Boston Boost 6. It was able to deliver solid performance and service to them. The cushioning felt adequate and the quality of the materials was sound. A few caveats were made about its looks and its supposedly distracting tongue, but that didn’t stop the athletes from enjoying this neutral shoe.	https://www.amazon.com/s?k=Adidas+Adizero+Boston+Boost+6
118	Saucony Kinvara 10	https://runrepeat.com/saucony-kinvara-10	93	4.6/5 from 38 users	https://cdn.runrepeat.com/i/saucony/30509/saucony-kinvara-10-herren-laufschuhe-white-red-gr-42-weisz-1dab-600.jpg	<s>Those who have tested the Saucony Kinvara 10 stated that it had a lightweight build that didn’t weigh down the foot.</s><s>A handful of reviewers welcomed the cushioning system, stating that it offered proper cushioning throughout their activities.</s><s>The aesthetics of this running shoe were lauded for being treats to the eyes; people were happy with the vibrant color schemes and the modern design.</s><s>Some consumers felt that the cover system and the underfoot platform were form-accommodating and able to conform to the natural movements of the foot, thereby ensuring a versatile ride.</s><s>The midsole unit was springy yet stable, according to a couple of runners; they observed that they didn’t lose any steadiness while standing idly or moving through the gait cycle.</s>	<s>The upper quickly accumulated dirt, some testers stated. The colors got washed out because of the dust that clung to the facade.</s><s>A few consumers felt the weight of this running shoe; they believed that it was somehow slightly heavier than they anticipated.</s>	A generally positive response was afforded the Kinvara 10 from Saucony. This neutral running shoe was apparently versatile enough to handle many types of activities, with its midsole and upper gaining appreciation for being highly reactive to the shape and movement capacity of the foot. The lightweight configuration and playful colorways were also praised. On the other hand, some people complained about the dirt-magnet nature of the upper, as well as a slightly noticeable weight that countered its supposed lightweight structure.	https://www.amazon.com/s?k=Saucony+Kinvara+10
119	New Balance Fresh Foam Cruz	https://runrepeat.com/new-balance-fresh-foam-cruz	89	4.4/5 from 1277 users	https://cdn.runrepeat.com/i/new-balance/24523/new-balance-fresh-foam-cruz-men-s-shoes-mcruzbk-black-white-ac93-600.jpg	<s>A majority of runners found New Balance Fresh Foam Cruz easy to wear.</s><s>Their feet sat comfortably in the shoe during their run, customers said.</s><s>Most buyers thought that the price was affordable.</s><s>Users experienced enhanced breathability due to its knitted mesh upper during their run.</s><s>A few runners lauded the apparently responsive mid-sole as it reduced the pressure on their heels.</s><s>Some buyers appreciated the sleek design and the colors available for this model.</s><s>One customer was happy that it was efficient even when used for long periods of time.</s><s>Another user was satisfied with its light weight and the smoothness of the upper unit.</s><s>A consumer was impressed with its efficient performance during daily workouts and trainings.</s>	<s>Some of the users were dissatisfied with the shoe’s upper unit because they wrote that it wasn’t very durable.</s><s>One runner felt pain under his forefoot while wearing the New Balance Fresh Foam Cruz; he thought that the platform wasn’t very comfortable.</s>	Most runners welcomed the responsive and comfortable nature of the New Balance Fresh Foam Cruz. Made for neutral road runners, it’s touted to give soft cushioning and a smooth heel-to-toe transition for a premium experience. It is available in fascinating colors, satisfying both casual and exercise needs. In short, these shoes may be safely considered as a perfect package of efficient performance as well as great looks.	https://www.amazon.com/s?k=New+Balance+Fresh+Foam+Cruz
120	Altra Escalante Racer	https://runrepeat.com/altra-escalante-racer	97	4.9/5 from 43 users	https://cdn.runrepeat.com/i/altra/30523/altra-escalante-racer-wom-shoe-chicago-5-5-b-womens-chicago-1f68-600.jpg	<s>Many happy users mentioned that the Altra Escalante Racer is the most comfortable running shoe they have ever worn.</s><s>Several wearers admired the shoe’s lightweight construction.</s><s>The shoe has a very pleasing design and color options, said some user reviews.</s><s>Some runners highlighted the Altra Ego technology as a very effective midsole compound; they said it feels soft yet responsive.</s><s>According to some purchasers, the Escalante Racer runs true to size and has a great fit.</s><s>A couple of runners expressed satisfaction with the shoe’s roomy toe-box.</s><s>According to some comments, the shoe offers enough amount of flexibility.</s><s>The Altra Escalante Racer is a very breathable running shoe, said few buyers.</s><s>A few testers mentioned that the shoe is durable.</s>	<s>The Escalante Racer is slightly expensive.</s><s>A few buyers expressed concerns with the thin upper coverage of this running shoe.</s>	The Altra Escalante Racer is a high-performance running shoe designed for neutral runners. The shoe has gained overwhelming positive feedback from its users. Positive comments surround the shoe’s performance, design, comfort, and fit. Though there are a few who expressed disagreements, they are not significant enough to outshine the positive comments. In summary, the Escalante Racer is indeed a successful release.	https://www.amazon.com/s?k=Altra+Escalante+Racer
121	Skechers GOrun Ride 7	https://runrepeat.com/skechers-gorun-ride-7	94	4.4/5 from 169 users	https://cdn.runrepeat.com/i/skechers/26554/skechers-gorun-ride-7-blue-6588-600.jpg	<s>A good number of buyers noticed that the Skechers GOrun Ride 7 was a versatile running shoe.</s><s>According to several runners, the shoe has an excellent lacing system.</s><s>A few purchasers lauded its responsiveness.</s><s>A lot of testers said that the shoe was comfortable.</s><s>Many purchasers commented that the Skechers GOrun Ride 7 has an excellent cushioning.</s><s>Various consumers said that the shoe was stylish.</s><s>A good number of testers said that the shoe was breathable.</s><s>The majority of the reviewers agreed that the shoe has a well-constructed knit upper.</s><s>The length of the shoe was lightweight, based on observations.</s><s>The Skechers GOrun Ride 7 have many color options to choose from.</s>	<s>Based on some reviews, the shoe was expensive.</s><s>Several buyers said that the Skechers GOrun Ride 7 runs small.</s>	Overall, the Skechers GOrun Ride 7 has made a lot of purchasers happy and contented because of its design and performance. Aside from its construction, the shoe also provides the right amount of cushioning that is needed on a wide variety of paved surfaces. Although several of them have issues with its price and size, others still recommend the Skechers GOrun Ride 7 because of its quality. It is a good option for those who are looking for a breathable, comfortable, responsive and versatile running shoe.	https://www.amazon.com/s?k=Skechers+GOrun+Ride+7
122	Asics Gel Kenun	https://runrepeat.com/asics-gel-kenun	88	4.2/5 from 279 users	https://cdn.runrepeat.com/i/asics/24646/asics-gel-kenun-birch-taos-taupe-f9bd-600.jpg	<s>Some testers commented that the Asics Gel Kenun delivered an excellent foot support.</s><s>A handful of runners appreciated the amount of grip the shoe provided.</s><s>Many purchasers said that it was comfortable.</s><s>Several wearers agreed that the shoe performed well on both indoor and outdoor walking and running activities.</s><s>Most of the purchasers loved its incredible cushioning.</s><s>According to those who have tried it, the design of the shoe was fashionable.</s><s>Several wearers commented that the Asics Gel Kenun was lightweight.</s><s>Many reviewers loved its underfoot feel.</s>	<s>Some of the testers noted that the shoe was not exact to their usual size. They ordered 1/2 size bigger than their standard measurements.</s><s>Based on observations, the shoe has a narrow toe box.</s><s>A good number of consumers said that it was expensive.</s>	Overall, the majority of the purchasers said that the Asics Gel Kenun is an excellent option for those who want a well-cushioned, supportive and comfortable running shoe. They appreciated its incredible grip and underfoot-feel. They loved wearing the shoe on walking and running activities. Although several of them said that it has a narrow toe box, others still recommended the Asics Gel Kenun because of its remarkable performance.	https://www.amazon.com/s?k=Asics+Gel+Kenun
123	Mizuno Wave Sky 2	https://runrepeat.com/mizuno-wave-sky-2	93	4.5/5 from 52 users	https://cdn.runrepeat.com/i/mizuno/28711/mizuno-wave-sky-2-sneakers-basses-homme-multicolore-o-blue-yellow-black-001-40-5-eu-homme-multicolore-o-blue-yellow-black-001-5887-600.jpg	<s>Some of the runners commented that the shoe was responsive.</s><s>According to those who have tried it, the footwear has excellent cushioning.</s><s>Several buyers lauded its well-constructed upper.</s><s>Based on some reviews, the Mizuno Wave Sky 2 was perfect for long and short runs and walks.</s><s>One of the purchasers admired the shoe's flexibility.</s><s>It was comfortable, a consumer noted.</s>	<s>A wearer observed that the shoe does not have enough lugs. As a result, the right amount of traction needed on various surfaces is not provided.</s><s>According to some users, the sock liner is a little heavy.</s>	A significant number of buyers who tried the Mizuno Wave Sky 2 loved the footwear's exceptional level of responsiveness and cushioning. It has the perfect combination of comfort and flexibility that the runner needed in short and extended walking and running activities. In general, the Mizuno Wave Sky 2 gained a lot of appreciation because of its well-constructed upper, fantastic design and amazing performance.	https://www.amazon.com/s?k=Mizuno+Wave+Sky+2
124	Adidas Questar Ride	https://runrepeat.com/adidas-questar-ride	91	4.6/5 from 415 users	https://cdn.runrepeat.com/i/adidas/28673/adidas-performance-men-s-questar-ride-running-shoe-carbon-white-electricity-6-5-m-us-men-s-carbon-white-electricity-ff86-600.jpg	<s>The width profile of the Adidas Questar Ride impressed many consumers.</s><s>The weight of this running shoe was deemed lightweight by most testers.</s><s>Several people liked the price; for them, it was affordable.</s><s>Some runners noted that the general quality of the materials was reliable and sound.</s><s>The design was well-liked by a lot of those who have purchased it.</s><s>Most testers were happy with the traction-ready outsole configuration.</s><s>A few people appreciated the flexible nature of the underfoot platform; they claimed that it allowed them to toe-off more efficiently.</s>	<s>Some consumers claimed that the mesh in the forefoot section rubbed uncomfortably against the toes.</s><s>There were complaints about the right shoe being different in size than the left one, even though both bore the same size in the information-tab.</s><s>A few testers claimed that the midfoot section of the upper was too narrow.</s><s>A handful of purchasers complained that the midsole’s lack of arch support caused some discomfort to the underfoot.</s>	Many people were happy with the Adidas Questar Ride. Many of them claimed that it offered lightweight comfort and performance on the roads. Moreover, they liked the agreeable price and dependable components. On the other hand, there were concerns with the neutral shoe's upper unit being irritating to the skin, as well as incidents wherein runners got inconsistent shoe-sizes for their purchased pair.	https://www.amazon.com/s?k=Adidas+Questar+Ride
125	Altra Torin 3.0	https://runrepeat.com/altra-torin-30	91	4.4/5 from 385 users	https://cdn.runrepeat.com/i/altra/24630/altra-men-s-torin-3-running-shoes-gray-blue-10-d-us-mens-gray-blue-1a69-600.jpg	<s>The customers believed that the Altra Torin 3.0 provided the ‘right’ kind and amount of cushioning; it was neither too squishy nor insufficient.</s><s>Many testers confirmed that the shoe stayed in a good condition, even after many miles of running.</s><s>The majority were happy with how firmly the latest version of the Torin held their feet inside the shoe, thereby preventing wobbling during the running session.</s><s>A few people decided to get extra pairs of the Torin 3.0 since its cushioning system helped speed up recovery from injuries.</s><s>A runner was satisfied with how this shoe assisted in maintaining the natural running pattern.</s><s>A user described the experience in these lightweight shoes as ‘walking on clouds’.</s>	<s>Most testers complained about the blisters they had due to the shoe’s apparently narrow toe box.</s><s>A few runners mentioned that the shoe’s outsole started to come off after only several miles of running.</s><s>One user talked about its upper not being breathable enough to allow a cool and dry experience throughout the day.</s><s>Another individual wasn’t able to feel the much sought-after ‘springiness’ in these shoes.</s>	The Altra Torin 3.0 has certainly acquired many fans worldwide through its remarkable cushioning and firm grip both inside and outside the shoe. It was deemed excellent on inclines and the asphalt; however, based on the users’ experiences, the pair can use an improvement to the design of its forefoot region.	https://www.amazon.com/s?k=Altra+Torin+3.0
126	New Balance 890 v6	https://runrepeat.com/new-balance-890-v6	88	4.1/5 from 131 users	https://cdn.runrepeat.com/i/new-balance/27393/new-balance-men-s-890v6-running-shoe-pacific-maldives-blue-11-5-d-us-mens-pacific-maldives-blue-a580-600.jpg	<s>The underfoot cushioning offered by the New Balance 890 v6 was lauded by a heavyset tester, stating that it suitably carried the foot.</s><s>Several consumers noted that the façade looked visually appealing.</s><s>Some people stated that it offered a lightweight and an agreeable response during low and medium-mile runs.</s><s>The breathability of the upper worked well, according to some purchasers.</s><s>The traction capacity of the outsole proved reliable, based on user feedback.</s>	<s>Most reviewers felt that the underfoot platform was unusually stiff.</s><s>The toe box was a bit snugger than expected, a few runners reported.</s>	Most of those who have tested the New Balance 890 v6 liked its fresh looks, its lightweight nature and its breathable upper. The midsole gained some positive feedback, as well. But there were those who noticed the unusual stiffness of the platform and the awkwardly tight toe box. It’s a divisive neutral running shoe for the road, but it’s mostly welcomed by its purchasers.	https://www.amazon.com/s?k=New+Balance+890+v6
