shoeNumber	shoeName	url	corescore	user_rating	shoe_image	good_buy_bullets	bad_buy_bullets	bottom_line	amazonLink
822	Topo Athletic Magnifly 2	https://runrepeat.com/topo-athletic-magnifly-2	90	4.4/5 from 30 users	https://cdn.runrepeat.com/i/topo-athletic/26549/topo-athletic-magnifly-2-shoe-men-s-slate-black-slate-black-79cc-600.jpg	<s>The Topo Athletic Magnifly 2 was great for daily runs, wrote a reviewer.</s><s>The shoe excelled on long distances, said a wearer.</s><s>Some runners mentioned that the toe box was roomy.</s><s>One tester liked how the upper had an incredibly soft and natural feel.</s><s>The midsole of the Magnifly 2 was firm and delivered a snappy and responsive ride, according to a purchaser.</s><s>The shoe did not require a break-in period, a few users claimed.</s><s>A customer remarked that the midsole was exceptionally responsive to fast-paced running.</s>	<s>The outsole started showing signs of wear after only less than 50 miles, stated a runner.</s>	The Topo Athletic Magnifly 2 was a success with most of its users, as evident in the positive remarks geared towards the shoe’s performance, construction, and fit. The durability seemed to be an issue, but there was no other criticism aside from it. In summary, the Magnifly 2 was a fruitful update, and consumers have said it was an enjoyable shoe to wear.	https://www.amazon.com/s?k=Topo+Athletic+Magnifly+2
823	Saucony Peregrine 8 Ice+	https://runrepeat.com/saucony-peregrine-8-ice	82	4.6/5 from 21 users	https://cdn.runrepeat.com/i/saucony/30322/saucony-peregrine-8-ice-chaussures-de-running-homme-noir-black-white-001-41-eu-noir-black-white-001-d03b-600.jpg	<s>The Saucony Peregrine 8 ICE+ is a comfortable running shoe, said some runners.</s><s>A couple of users are delighted by the shoe’s lightweight construction.</s><s>Most purchasers admired the durable traction of the Peregrine 8 ICE+.</s><s>The water-resistant upper works effectively in keeping feet dry throughout the run, a few users noted.</s><s>Several runners highlighted the shoes’ warm coverage; making it ideal for winter running.</s>	<s>The Saucony Peregrine 8 ICE+ is a bit expensive.</s><s>Some of the users mentioned that the Peregrine 8 Ice+ fits a-half-size too small.</s><s>A few wearers were disappointed because of the shoe’s poor quality.</s>	The Peregrine 8 ICE+ is a trail running shoe designed to survive snowy mountain runs. Though few users are not satisfied with the shoe’s sizing and quality, it still makes some runners happy because of its water-resistant coverage, comfort, and lightweight design. Overall, the Peregrine 8 Ice+ proved to be an efficient runner with promising qualities.	https://www.amazon.com/s?k=Saucony+Peregrine+8+Ice+
824	Topo Athletic Ultrafly 2	https://runrepeat.com/topo-athletic-ultrafly-2	82	4.2/5 from 6 users	https://cdn.runrepeat.com/i/topo-athletic/27985/topo-athletic-ultrafly-2-running-shoe-men-s-orange-navy-8-orange-navy-d61f-600.jpg	<s>Several users agreed that the Topo Athletic Ultrafly 2 is an impressive update; they said it gives more cushioning and breathable upper coverage than its predecessor.</s><s>Most runners lauded the lightweight design of the Ultrafly 2.</s><s>The shoe is very comfortable, said some buyers.</s><s>A few satisfied users mentioned that the shoe is supportive.</s><s>Some buyers admired the shoe's roomy toe box.</s><s>The Ultrafly 2 has a great outsole, based on some user reviews.</s>	<s>Some runners agreed that the upper mesh is not durable.</s><s>Many buyers disliked the colors of the new Ultrafly 2.</s><s>One user mentioned that the shoe is too stiff for his liking.</s>	The Topo Athletic Ultrafly 2 introduced new updates and enhanced performance that managed to amaze a significant number of users. Although some runners found issues with the colors, upper durability, and stiffness, the shoe's lightweight design and reliable support made it a valuable purchase for many. The Ultrafly 2 is best for those who are looking for an affordable and low-drop road running shoe.	https://www.amazon.com/s?k=Topo+Athletic+Ultrafly+2
825	Reebok Astroride Strike	https://runrepeat.com/reebok-astroride-strike	79	4.6/5 from 8 users	https://cdn.runrepeat.com/i/reebok/29763/reebok-men-s-astroride-strike-running-shoe-black-ash-grey-18d0-600.jpg	<s>The low-profile build of the Reebok Astroride Strike was appreciated by its testers.</s><s>The color schemes were welcomed by those who liked aesthetically pleasing shoe facades.</s><s>People liked that this shoe worked well as an option for walking.</s><s>It is affordable.</s><s>A few mentioned that the upper of the shoe is breathable enough to keep the feet sweat-free.</s>	<s>The contours of the midsole didn’t work well for several consumers; they stated that it felt as if the platform was intentionally flattening the arch.</s><s>The fit was considered by some to be very narrow.</s><s>The midfoot portion of the upper unit grazed the contour of the arch, a user complained.</s>	The Reebok Astroride Strike had its fair share of positive feedback from its testers, but the overall reaction wasn’t very glowing. Most of those who have worn this road shoe weren’t happy with how it was built. Most complained about an uneven platform design and the narrowness of the fit. Moreover, the medial side of the upper was criticized for rubbing against the arch.	https://www.amazon.com/s?k=Reebok+Astroride+Strike
826	La Sportiva Crossover 2.0 GTX	https://runrepeat.com/la-sportiva-crossover-gtx	86	4.4/5 from 29 users	https://cdn.runrepeat.com/i/la-sportiva/18445/la-sportiva-crossover-2-0-gtx-running-shoe-men-s-black-yellow-47-5-mens-black-yellow-c055-600.jpg	"<s>Most runners were impressed by the overall sturdy construction of the Crossover 2.0 GTX.</s><s>The La Sportiva Crossover 2.0 GTX offers and precise and internal lacing system with a gaiter zipper for outstanding protection based on several comments.</s><s>Majority of the runners took note of the enhanced grip of this shoe, allowing great experience while running on icy terrain.</s><s>This shoe features an ""Easy-In"" speed fitting technology to easily slide the shoe on and off.</s>"	<s>The Crossover 2.0 GTX is an expensive shoe.</s><s>Few runners experienced discomfort because of the shoe’s narrow toe box.</s><s>As noted in some reviews, the heel cup rough fabric needs enhancement.</s>	The La Sportiva Crossover 2.0 GTX is a great off-road running shoe that features a very durable and reliable construction. This shoe offers an impressive grip while running on a snowy or icy surface. The shoe gained different reviews but overall, the shoe is still considered by some as a worthy investment.	https://www.amazon.com/s?k=La+Sportiva+Crossover+2.0+GTX
827	La Sportiva Uragano GTX	https://runrepeat.com/la-sportiva-uragano-gtx	89	4.7/5 from 7 users	https://cdn.runrepeat.com/i/la-sportiva/27944/la-sportiva-uragano-gtx-running-shoes-men-black-yellow-schuhgrosze-43-5-2018-laufsport-schuhe-herren-black-yellow-6808-600.jpg	<s>Some runners described the La Sportiva Uragano GTX as a comfortable running shoe.</s><s>Several users mentioned that the shoe has a durable design.</s><s>According to some comments, the grip is superb as it holds up on rugged terrains.</s><s>Most buyers agreed the GTX element works efficiently; it keeps the foot dry on wet and snowy conditions.</s><s>A few users commented that the Uragano GTX fits perfectly.</s>	<s>The La Sportiva Uragano GTX is an expensive trail running shoe.</s><s>A few users mentioned that it is best to wear the shoe on cold conditions because the GTX upper made the shoe very warm;</s>	The La Sportiva Uragano GTX is considered by most trail runners as a great shoe that offers a good blend of durability, comfort, grip, and protection. Some users have minor issues but it does not affect the shoe's overall rating. Despite being expensive, runners still consider the Uragano GTX as a reliable waterproof trail running shoe.	https://www.amazon.com/s?k=La+Sportiva+Uragano+GTX
828	Salomon Speedspike CS	https://runrepeat.com/salomon-speedspike-cs	83	4.6/5 from 13 users	https://cdn.runrepeat.com/i/salomon/27331/salomon-speedspike-cs-scarpe-da-trail-corsa-aw17-40-navy-blue-b82e-600.jpg	<s>The traction capacity of the Salomon Speedspike CS worked well on mixed trail conditions, most consumers noted.</s><s>Some testers lauded the durability of the materials, stating that there were only little signs of wear after many uses.</s><s>This running shoe looked visually appealing, several runners observed.</s><s>A purchaser welcomed the not-too-prominent spikes on the gripping lugs, emphasizing that they didn’t make traversing on flat surfaces a chore.</s><s>The true-to-size measurements of this product gained positive remarks.</s>	<s>A consumer lamented the lack of gaiter attachments which could’ve proved helpful in the staving off of excess snow or trail debris.</s>	The Salomon Speedspike CS was able to get the favor of most runners. They liked the durable construction, its multi-terrain traction capacity, and its efficient design. They also welcomed its apparently appealing looks. But there was an isolated concern that focused on a desire for gaiter hooks and add-ons to stave off excessive exposure to wet environments.	https://www.amazon.com/s?k=Salomon+Speedspike+CS
829	Puma Ignite PWRWARM	https://runrepeat.com/puma-ignite-pwrwarm	89	4.4/5 from 43 users	https://cdn.runrepeat.com/i/puma/23264/puma-men-s-ignite-pwrwarm-running-shoe-black-11-m-us-mens-black-41c4-600.jpg	<s>A lot of runners have called the Puma Ignite PWRWARM a ‘very comfortable’ running shoe.</s><s>Several consumers considered the fit to be adequate for their feet.</s><s>Some purchasers were able to use this shoe for casual purposes and they wrote that they remained comfortable throughout.</s><s>The molded sock liner, which offered additional cushioning to the arch, was welcomed by those who needed some comfortable support for the mid-foot.</s><s>A runner wrote that the mid-sole unit’s softness and responsiveness were able to evoke a feeling of stepping on the clouds.</s><s>A purchaser commented that this shoe’s apparently lightweight nature made it great for a variety of activities.</s><s>Many consumers applauded the general quality of this shoe, stating that it looked and felt well-made.</s><s>The traction-ready outsole worked efficiently, according to testers.</s><s>There are reflective details for low-visibility running.</s><s>The price is good value for money investment.</s><s>Several users received compliments because of the shoe’s looks.</s>	<s>Some runners complained of foot-discomfort while wearing this shoe.</s><s>A few purchasers reported that it was half-to-a-size bigger than what they were used to.</s><s>A reviewer felt that this shoe didn’t have enough cushioning for a comfortable running experience; he stated that it was better as a casual walking shoe.</s><s>No optional widths.</s>	Runners generally had nice things to say about the Puma Ignite PWRWARM. Many were able to appreciate its components. For them, it was a solid option for running on the roads. There were those who certainly enjoyed its vibrant color schemes. But there were complaints, such as foot-aches and inconsistent sizing.	https://www.amazon.com/s?k=Puma+Ignite+PWRWARM
830	Scott Palani SPT	https://runrepeat.com/scott-palani-spt	76	4.1/5 from 7 users	https://cdn.runrepeat.com/i/scott/25752/scott-palani-spt-black-orange-25ec-600.jpg	<s>Many wearers were satisfied with the support implemented by the Scott Palani SPT.</s><s>One user stated the shoe delivered a comfortable ride.</s><s>The shoe had a nice amount of cushioning yet still lightweight, according to a wearer.</s><s>It felt like a high-quality shoe despite its low-price tag, some consumers praised.</s><s>A runner appreciated how the outsole was useful in giving adequate grip on both rough and smooth pavements.</s>	<s>Some users felt the midsole was thick and clunky, and the additional bulk felt utterly</s><s>A user complained that the shoe was stiff where rebound was needed, yet floppy in areas that required support.</s><s>Another commented the heel cup felt too squishy and loose.</s><s>A couple of buyers reported the toe box was small and felt too rigid.</s>	Numerous consumers felt that the Scott Palani SPT came through with its promise of giving stability, as many users were impressed by its performance. However, there was a negative reception from other wearers regarding the shoe’s structure and design elements.	https://www.amazon.com/s?k=Scott+Palani+SPT
831	Inov-8 Trail Talon 275	https://runrepeat.com/inov-8-trail-talon-275	82	4.2/5 from 13 users	https://cdn.runrepeat.com/i/inov-8/22376/inov-8-trail-talon-275-b0re-92ebd7c2-600.jpg	<s>The upper unit of the Inov-8 Trail Talon 275 breathed well and stayed dry, noted a reviewer.</s><s>Many thought that the modern design of this running shoe made it attractive.</s><s>Testers were in agreement when they stated that it had an adequate weight that didn’t drag their feet down.</s><s>The outsole gripping lugs were efficient at giving reliable grip on the surfaces, wrote an expert reviewer.</s><s>The mid-sole cushioning system of this model is a bit more substantial than its sister running shoe, the Trail Talon 250; runners felt that it was a bonus that allowed their feet to handle long running sessions.</s><s>The platform of the Trail Talon 275 was responsive and comfortable, as commented by a reviewer.</s><s>Testers welcomed the inclusion of a gusseted tongue, which halted debris from entering the shoe.</s>	<s>An expert reviewer wrote that those who wanted to get excellent ground-feel might not enjoy the Inov-8 Trail Talon 275 because the underfoot experience felt a little too cushioned.</s>	The Inov-8 Trail Talon 275 was created to provide reliable performance on the trails. Runners generally liked the responsive mid-sole, the breathable coverage and the outsole grip. Strong reviews certainly elevated this neutral running shoe’s credibility, making it one to rely on.	https://www.amazon.com/s?k=Inov-8+Trail+Talon+275
832	Topo Athletic Hydroventure 2	https://runrepeat.com/topo-athletic-hydroventure-2	89	4.8/5 from 5 users	https://cdn.runrepeat.com/i/topo-athletic/30982/topo-athletic-hydroventure-2-trail-running-shoe-men-s-charcoal-red-8-olive-red-7f41-600.jpg	<s>Most wearers liked that the Athletic Hydroadventure 2 has a very functional waterproof upper.</s><s>Some runners appreciated the breathability feature of the shoe.</s><s>The Topo Athletic Hydroventure 2 offers good stability support which was liked by most users.</s><s>The shoe is durable.</s>	<s>A couple of purchasers noted that the shoe fits an entire size bigger than their standard shoe size.</s><s>Noted by a few users was that the Hydroadventure 2’s upper is somewhat stiff due to the waterproofing feature.</s><s>It is a bit expensive.</s>	The Topo Athletic Hydroventure 2 is a good option for all types of season runs because of it also being a waterproof running shoe.  It offers excellent performance on varied terrains that one would wish to run.  It features a gaiter attachment which makes the Hydroventure 2 one of the best choices if wet conditions are expected.   Although a few feedback about its sizing being too large, the Topo Athletic Hydroventure 2 is still a neutral running shoe that is preferred by trail runners because of its versatility and functionality on all types of terrains and weather.	https://www.amazon.com/s?k=Topo+Athletic+Hydroventure+2
